"Item" "Order" "SubjectNo" "Room"
"Openner" 2 "P53" "Library"
"Controller" 3 "P53" "Library"
"OfficeBin" 4 "P53" "Library"
"RugbyBall" 5 "P53" "Library"
"Apple" 6 "P53" "Library"
"HTCViveController" 1 "P53" "LivingRoom"
"Stapler" 2 "P53" "LivingRoom"
"Grape" 3 "P53" "LivingRoom"
"Squeezer" 4 "P53" "LivingRoom"
"Toaster" 5 "P53" "LivingRoom"
"NikonCamera" 6 "P53" "LivingRoom"
"PiggyBank" 1 "P53" "StorageRoom"
"Pineapple" 2 "P53" "StorageRoom"
"Teacup" 3 "P53" "StorageRoom"
"MilkCarton" 4 "P53" "StorageRoom"
"Muffin" 5 "P53" "StorageRoom"
"MokeExpress" 6 "P53" "StorageRoom"
"UGGboot" 1 "P54" "Bedroom"
"Bread" 2 "P54" "Bedroom"
"DeskLight" 3 "P54" "Bedroom"
"Recorder" 4 "P54" "Bedroom"
"Basket" 5 "P54" "Bedroom"
"FireExtinguisher" 6 "P54" "Bedroom"
"CoffeeMachine" 1 "P54" "Classroom"
"BallonDog" 2 "P54" "Classroom"
"Official hat" 3 "P54" "Classroom"
"NailScissors" 4 "P54" "Classroom"
"Pinza" 5 "P54" "Classroom"
"Jug" 6 "P54" "Classroom"
"StrawberryDonut" 1 "P54" "Gym"
"ShowerHead" 2 "P54" "Gym"
"HTCVive" 3 "P54" "Gym"
"PaperCoffeeCup" 4 "P54" "Gym"
"Matrioshka" 5 "P54" "Gym"
"RockingHorse" 6 "P54" "Gym"
"Glasses" 1 "P54" "Library"
"Pumpkin" 2 "P54" "Library"
"Toothpaste" 3 "P54" "Library"
"FirstAidKit" 4 "P54" "Library"
"CokeCan" 5 "P54" "Library"
"Clamps" 6 "P54" "Library"
"WineBottle" 1 "P54" "LivingRoom"
"Laptop" 2 "P54" "LivingRoom"
"MobilePhone" 3 "P54" "LivingRoom"
"Microphone" 4 "P54" "LivingRoom"
"Hammer" 5 "P54" "LivingRoom"
"OldRadio" 6 "P54" "LivingRoom"
"MosquitoRacket" 1 "P54" "StorageRoom"
"TennisBall" 2 "P54" "StorageRoom"
"Canister" 3 "P54" "StorageRoom"
"Router" 4 "P54" "StorageRoom"
"CinRoll" 5 "P54" "StorageRoom"
"Chaynik" 6 "P54" "StorageRoom"
"Openner" 1 "P55" "Bedroom"
"Stapler" 2 "P55" "Bedroom"
"CleaningBucket" 3 "P55" "Bedroom"
"MokeExpress" 4 "P55" "Bedroom"
"Toaster" 5 "P55" "Bedroom"
"Cabbaage" 6 "P55" "Bedroom"
"EggBeater" 1 "P55" "Classroom"
"Paprika" 2 "P55" "Classroom"
"Mushroom" 3 "P55" "Classroom"
"Avocado" 4 "P55" "Classroom"
"Squeezer" 5 "P55" "Classroom"
"MilkCarton" 6 "P55" "Classroom"
"Kettle" 1 "P55" "Gym"
"JBLSpeaker" 2 "P55" "Gym"
"Grape" 3 "P55" "Gym"
"MechanicalGloves" 4 "P55" "Gym"
"Calculator" 5 "P55" "Gym"
"Typewriter" 6 "P55" "Gym"
"NikonCamera" 1 "P55" "Library"
"BaseballBat" 2 "P55" "Library"
"Pineapple" 3 "P55" "Library"
"PencilSharpener" 4 "P55" "Library"
"OfficeBin" 5 "P55" "Library"
"HTCViveController" 6 "P55" "Library"
"Controller" 1 "P55" "LivingRoom"
"Spoons" 2 "P55" "LivingRoom"
"Muffin" 3 "P55" "LivingRoom"
"SaltSub" 4 "P55" "LivingRoom"
"Apple" 5 "P55" "LivingRoom"
"Padella" 6 "P55" "LivingRoom"
"Mouse" 1 "P55" "StorageRoom"
"Headphones" 2 "P55" "StorageRoom"
"Teacup" 3 "P55" "StorageRoom"
"HandDrill" 4 "P55" "StorageRoom"
"RugbyBall" 5 "P55" "StorageRoom"
"PiggyBank" 6 "P55" "StorageRoom"
"Kettle" 1 "P56" "Bedroom"
"RugbyBall" 2 "P56" "Bedroom"
"SaltSub" 3 "P56" "Bedroom"
"Mouse" 4 "P56" "Bedroom"
"Cabbaage" 5 "P56" "Bedroom"
"Squeezer" 6 "P56" "Bedroom"
"Avocado" 1 "P56" "Classroom"
"EggBeater" 2 "P56" "Classroom"
"Calculator" 3 "P56" "Classroom"
"Toaster" 4 "P56" "Classroom"
"Paprika" 5 "P56" "Classroom"
"Spoons" 6 "P56" "Classroom"
"Stapler" 1 "P56" "Gym"
"Padella" 2 "P56" "Gym"
"Typewriter" 3 "P56" "Gym"
"HTCViveController" 4 "P56" "Gym"
"PiggyBank" 5 "P56" "Gym"
"MilkCarton" 6 "P56" "Gym"
"MokeExpress" 1 "P56" "Library"
"Apple" 2 "P56" "Library"
"Mushroom" 3 "P56" "Library"
"CleaningBucket" 4 "P56" "Library"
"MechanicalGloves" 5 "P56" "Library"
"NikonCamera" 6 "P56" "Library"
"Teacup" 1 "P56" "LivingRoom"
"Controller" 2 "P56" "LivingRoom"
"Muffin" 3 "P56" "LivingRoom"
"PencilSharpener" 4 "P56" "LivingRoom"
"OfficeBin" 5 "P56" "LivingRoom"
"Openner" 6 "P56" "LivingRoom"
"Grape" 1 "P56" "StorageRoom"
"BaseballBat" 2 "P56" "StorageRoom"
"JBLSpeaker" 3 "P56" "StorageRoom"
"Pineapple" 4 "P56" "StorageRoom"
"Headphones" 5 "P56" "StorageRoom"
"HandDrill" 6 "P56" "StorageRoom"
"Mushroom" 1 "P57" "Bedroom"
"Squeezer" 2 "P57" "Bedroom"
"BaseballBat" 3 "P57" "Bedroom"
"JBLSpeaker" 4 "P57" "Bedroom"
"Pineapple" 5 "P57" "Bedroom"
"Headphones" 6 "P57" "Bedroom"
"Apple" 1 "P57" "Classroom"
"Muffin" 2 "P57" "Classroom"
"CleaningBucket" 3 "P57" "Classroom"
"SaltSub" 4 "P57" "Classroom"
"Paprika" 5 "P57" "Classroom"
"Spoons" 6 "P57" "Classroom"
"MechanicalGloves" 1 "P57" "Gym"
"Typewriter" 2 "P57" "Gym"
"HandDrill" 3 "P57" "Gym"
"Padella" 4 "P57" "Gym"
"EggBeater" 5 "P57" "Gym"
"HTCViveController" 6 "P57" "Gym"
"Openner" 1 "P57" "Library"
"Calculator" 2 "P57" "Library"
"PencilSharpener" 3 "P57" "Library"
"Cabbaage" 4 "P57" "Library"
"MokeExpress" 5 "P57" "Library"
"RugbyBall" 6 "P57" "Library"
"Kettle" 1 "P57" "LivingRoom"
"Grape" 2 "P57" "LivingRoom"
"Teacup" 3 "P57" "LivingRoom"
"Controller" 4 "P57" "LivingRoom"
"Toaster" 5 "P57" "LivingRoom"
"Mouse" 6 "P57" "LivingRoom"
"Stapler" 1 "P57" "StorageRoom"
"OfficeBin" 2 "P57" "StorageRoom"
"MilkCarton" 3 "P57" "StorageRoom"
"PiggyBank" 4 "P57" "StorageRoom"
"NikonCamera" 5 "P57" "StorageRoom"
"Avocado" 6 "P57" "StorageRoom"
"Avocado" 1 "P58" "Bedroom"
"PencilSharpener" 2 "P58" "Bedroom"
"Muffin" 3 "P58" "Bedroom"
"MechanicalGloves" 4 "P58" "Bedroom"
"MokeExpress" 5 "P58" "Bedroom"
"Calculator" 6 "P58" "Bedroom"
"OfficeBin" 1 "P58" "Classroom"
"Mouse" 2 "P58" "Classroom"
"BaseballBat" 3 "P58" "Classroom"
"HTCViveController" 4 "P58" "Classroom"
"Apple" 5 "P58" "Classroom"
"Spoons" 6 "P58" "Classroom"
"PiggyBank" 1 "P58" "Gym"
"Paprika" 2 "P58" "Gym"
"SaltSub" 3 "P58" "Gym"
"Stapler" 4 "P58" "Gym"
"Openner" 5 "P58" "Gym"
"RugbyBall" 6 "P58" "Gym"
"Squeezer" 1 "P58" "Library"
"NikonCamera" 2 "P58" "Library"
"Teacup" 3 "P58" "Library"
"Typewriter" 4 "P58" "Library"
"Kettle" 5 "P58" "Library"
"Grape" 6 "P58" "Library"
"Toaster" 1 "P58" "LivingRoom"
"Mushroom" 2 "P58" "LivingRoom"
"Cabbaage" 3 "P58" "LivingRoom"
"Headphones" 4 "P58" "LivingRoom"
"Padella" 5 "P58" "LivingRoom"
"CleaningBucket" 6 "P58" "LivingRoom"
"EggBeater" 1 "P58" "StorageRoom"
"MilkCarton" 2 "P58" "StorageRoom"
"Pineapple" 3 "P58" "StorageRoom"
"Controller" 4 "P58" "StorageRoom"
"HandDrill" 5 "P58" "StorageRoom"
"JBLSpeaker" 6 "P58" "StorageRoom"
