"SubjectNo","Context","Group","CurRating","RoomOrder","Duration","SFHit","SHit","SrcHit","SFFalse","SFalse","SrcFalse","SFAcc","SAcc","SrcAcc"
"P09","Bedroom","Familiar",3,"Second",NA,1,0.666666666666667,0.5,0.5,0.0555555555555556,0.0185185185185185,0.5,0.611111111111111,0.481481481481482
"P09","Classroom","Familiar",3,"First",NA,0.833333333333333,0.5,0.333333333333333,0.5,0.0555555555555556,0.0185185185185185,0.333333333333333,0.444444444444444,0.314814814814815
"P09","Gym","Familiar",3,"First",NA,1,0.833333333333333,0.333333333333333,0.5,0.0555555555555556,0.0185185185185185,0.5,0.777777777777778,0.314814814814815
"P09","Library","Novel",5,"First",NA,0.666666666666667,0.5,0.166666666666667,0.5,0.0555555555555556,0.0185185185185185,0.166666666666667,0.444444444444444,0.148148148148148
"P09","LivingRoom","Novel",5,"Second",NA,0.833333333333333,0.333333333333333,0,0.5,0.0555555555555556,0.0185185185185185,0.333333333333333,0.277777777777778,-0.0185185185185185
"P09","StorageRoom","Novel",5,"Second",NA,0.833333333333333,0.5,0.5,0.5,0.0555555555555556,0.0185185185185185,0.333333333333333,0.444444444444444,0.481481481481482
"P10","Bedroom","Familiar",1,"Second",NA,0.666666666666667,0.5,0,0.5,0.111111111111111,0.166666666666667,0.166666666666667,0.388888888888889,-0.166666666666667
"P10","Classroom","Familiar",1,"Second",NA,1,0.5,0.166666666666667,0.5,0.111111111111111,0.166666666666667,0.5,0.388888888888889,0
"P10","Gym","Familiar",3,"Second",NA,0.833333333333333,0.333333333333333,0.5,0.5,0.111111111111111,0.166666666666667,0.333333333333333,0.222222222222222,0.333333333333333
"P10","Library","Novel",5,"First",NA,0.833333333333333,0.5,0.333333333333333,0.5,0.111111111111111,0.166666666666667,0.333333333333333,0.388888888888889,0.166666666666667
"P10","LivingRoom","Novel",6,"First",NA,0.666666666666667,0.5,0.166666666666667,0.5,0.111111111111111,0.166666666666667,0.166666666666667,0.388888888888889,0
"P10","StorageRoom","Novel",7,"First",NA,0.166666666666667,0.166666666666667,0,0.5,0.111111111111111,0.166666666666667,-0.333333333333333,0.0555555555555556,-0.166666666666667
"P11","Bedroom","Familiar",4,"First",NA,1,1,0.666666666666667,0.555555555555556,0.5,0.185185185185185,0.444444444444444,0.5,0.481481481481481
"P11","Classroom","Familiar",5,"First",NA,0.333333333333333,0.333333333333333,0.166666666666667,0.555555555555556,0.5,0.185185185185185,-0.222222222222222,-0.166666666666667,-0.0185185185185185
