"SubjectNo" "Room" "Group" "CuriosityRating" "RoomOrder" "ItemFAR" "ItemAccuracy" "ContextAccuracy" "HitRate" "SeenHit" "CorrSeenHit"
"P18" "StorageRoom" "Novel" 4 "First" 0.388888888888889 0.277777777777778 0.166666666666667 0.666666666666667 0.333333333333333 0.333333333333333
"P19" "Bedroom" "Familiar" 5 "First" 0.388888888888889 0.277777777777778 0.166666666666667 0.666666666666667 0.166666666666667 0.166666666666667
"P19" "Classroom" "Familiar" 2 "Second" 0.388888888888889 0.277777777777778 0.333333333333333 0.666666666666667 0.5 0.5
"P19" "Gym" "Familiar" 3 "Second" 0.388888888888889 0.444444444444444 0 0.833333333333333 0.166666666666667 0.166666666666667
"P19" "LivingRoom" "Novel" 6 "First" 0.388888888888889 0.111111111111111 0.333333333333333 0.5 0.166666666666667 0.166666666666667
"P19" "Library" "Novel" 7 "Second" 0.388888888888889 0.111111111111111 0.166666666666667 0.5 0.333333333333333 0.333333333333333
"P19" "StorageRoom" "Novel" 6 "First" 0.388888888888889 0.111111111111111 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P20" "Bedroom" "Familiar" 7 "Second" 0.111111111111111 0.388888888888889 0.166666666666667 0.5 0.5 0.5
"P20" "Classroom" "Familiar" 4 "First" 0.111111111111111 0 0 0 0 0
"P20" "Gym" "Familiar" 3 "Second" 0.111111111111111 0.388888888888889 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P20" "LivingRoom" "Novel" 5 "First" 0.111111111111111 0.555555555555556 0.5 0.666666666666667 0.666666666666667 0.666666666666667
"P20" "Library" "Novel" 2 "First" 0.111111111111111 0 0 0 0 0
"P20" "StorageRoom" "Novel" 6 "Second" 0.111111111111111 0.0555555555555556 0 0.166666666666667 0 0
"P22" "Bedroom" "Novel" 5 "Second" 0.222222222222222 0.444444444444444 0.166666666666667 0.666666666666667 0.333333333333333 0.333333333333333
"P22" "Classroom" "Novel" 7 "Second" 0.222222222222222 0 0 0.166666666666667 0 0
"P22" "LivingRoom" "Familiar" 3 "First" 0.222222222222222 0.111111111111111 0.166666666666667 0.333333333333333 0.166666666666667 0.166666666666667
"P22" "Library" "Familiar" 2 "First" 0.222222222222222 0.111111111111111 0.166666666666667 0.333333333333333 0 0
"P23" "Bedroom" "Novel" 6 "First" 0.5 0.5 0.166666666666667 1 0.833333333333333 0.833333333333333
"P23" "Classroom" "Novel" 5 "First" 0.5 0.166666666666667 0 0.666666666666667 0.666666666666667 0.666666666666667
"P23" "Gym" "Novel" 6 "First" 0.5 0.166666666666667 0.166666666666667 0.666666666666667 0.5 0.5
"P23" "LivingRoom" "Familiar" 4 "Second" 0.5 0 0.166666666666667 0.5 0.333333333333333 0.333333333333333
"P23" "Library" "Familiar" 4 "Second" 0.5 0 0.166666666666667 0.5 0.333333333333333 0.333333333333333
"P23" "StorageRoom" "Familiar" 7 "Second" 0.5 0.5 0.166666666666667 1 0.666666666666667 0.666666666666667
"P24" "Bedroom" "Novel" 6 "Second" 0.333333333333333 0 0 0.166666666666667 0 0
"P24" "Classroom" "Novel" 6 "Second" 0.333333333333333 0 0 0.333333333333333 0.333333333333333 0.333333333333333
"P24" "Gym" "Novel" 7 "First" 0.333333333333333 0.333333333333333 0.166666666666667 0.666666666666667 0.333333333333333 0.333333333333333
"P24" "LivingRoom" "Familiar" 4 "First" 0.333333333333333 0.5 0.333333333333333 0.833333333333333 0.333333333333333 0.333333333333333
"P24" "Library" "Familiar" 2 "First" 0.333333333333333 0 0.166666666666667 0.166666666666667 0 0
"P24" "StorageRoom" "Familiar" 3 "Second" 0.333333333333333 0 0 0 0 0
"P26" "Bedroom" "Novel" 6 "First" 0.333333333333333 0.666666666666667 0.5 1 0.833333333333333 0.833333333333333
"P26" "Classroom" "Novel" 5 "First" 0.333333333333333 0.666666666666667 0.5 1 0.5 0.5
"P26" "Gym" "Novel" 6 "First" 0.333333333333333 0.5 0 0.833333333333333 0.666666666666667 0.666666666666667
"P26" "LivingRoom" "Familiar" 2 "Second" 0.333333333333333 0.333333333333333 0 0.666666666666667 0 0
"P26" "Library" "Familiar" 3 "Second" 0.333333333333333 0.5 0.166666666666667 0.833333333333333 0.666666666666667 0.666666666666667
"P26" "StorageRoom" "Familiar" 1 "Second" 0.333333333333333 0.5 0.166666666666667 0.833333333333333 0.333333333333333 0.333333333333333
"P27" "Bedroom" "Novel" 6 "First" 0.388888888888889 0.277777777777778 0.166666666666667 0.666666666666667 0.5 0.5
"P27" "Classroom" "Novel" 6 "First" 0.388888888888889 0 0.333333333333333 0.333333333333333 0.166666666666667 0.166666666666667
"P27" "Gym" "Novel" 5 "First" 0.388888888888889 0.611111111111111 0.333333333333333 1 0.333333333333333 0.333333333333333
"P27" "LivingRoom" "Familiar" 4 "Second" 0.388888888888889 0.611111111111111 0.666666666666667 1 0.666666666666667 0.666666666666667
"P27" "Library" "Familiar" 2 "Second" 0.388888888888889 0.277777777777778 0.5 0.666666666666667 0.333333333333333 0.333333333333333
"P27" "StorageRoom" "Familiar" 3 "Second" 0.388888888888889 0.111111111111111 0 0.5 0.166666666666667 0.166666666666667
"P28" "Bedroom" "Novel" 6 "First" 0.111111111111111 0.388888888888889 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P28" "Classroom" "Novel" 7 "First" 0.111111111111111 0.0555555555555556 0 0.166666666666667 0.166666666666667 0.166666666666667
"P28" "Gym" "Novel" 6 "First" 0.111111111111111 0.222222222222222 0.333333333333333 0.333333333333333 0.166666666666667 0.166666666666667
"P28" "LivingRoom" "Familiar" 1 "Second" 0.111111111111111 0.555555555555556 0.166666666666667 0.666666666666667 0 0
"P28" "Library" "Familiar" 2 "Second" 0.111111111111111 0.0555555555555556 0.166666666666667 0.166666666666667 0.166666666666667 0.166666666666667
"P28" "StorageRoom" "Familiar" 1 "Second" 0.111111111111111 0.222222222222222 0.333333333333333 0.333333333333333 0 0
"P29" "Bedroom" "Novel" 5 "First" 0.166666666666667 0.333333333333333 0.333333333333333 0.5 0.166666666666667 0.166666666666667
"P29" "Classroom" "Novel" 6 "First" 0.166666666666667 0.5 0.5 0.666666666666667 0.166666666666667 0.166666666666667
"P29" "Gym" "Novel" 4 "First" 0.166666666666667 0.5 0.333333333333333 0.666666666666667 0.333333333333333 0.333333333333333
"P29" "LivingRoom" "Familiar" 3 "Second" 0.166666666666667 0.5 0.166666666666667 0.666666666666667 0.166666666666667 0.166666666666667
"P29" "Library" "Familiar" 2 "Second" 0.166666666666667 0.5 0.333333333333333 0.666666666666667 0.333333333333333 0.333333333333333
"P29" "StorageRoom" "Familiar" 1 "Second" 0.166666666666667 0.666666666666667 0.5 0.833333333333333 0.5 0.5
"P30" "Bedroom" "Familiar" 5 "Second" 0.277777777777778 0.0555555555555555 0 0.333333333333333 0.166666666666667 0.166666666666667
"P30" "Classroom" "Familiar" 4 "First" 0.277777777777778 0.0555555555555555 0.166666666666667 0.333333333333333 0.166666666666667 0.166666666666667
"P30" "Gym" "Familiar" 5 "Second" 0.277777777777778 0.0555555555555555 0.166666666666667 0.333333333333333 0.333333333333333 0.333333333333333
"P30" "LivingRoom" "Novel" 5 "First" 0.277777777777778 0.388888888888889 0.333333333333333 0.666666666666667 0.166666666666667 0.166666666666667
"P30" "Library" "Novel" 4 "First" 0.277777777777778 0 0 0.166666666666667 0 0
"P30" "StorageRoom" "Novel" 5 "Second" 0.277777777777778 0.0555555555555555 0 0.333333333333333 0.166666666666667 0.166666666666667
"P31" "Bedroom" "Novel" 7 "First" 0.222222222222222 0 0 0 0 0
"P31" "Classroom" "Novel" 6 "First" 0.222222222222222 0 0 0.166666666666667 0 0
"P31" "Gym" "Novel" 5 "First" 0.222222222222222 0 0 0.166666666666667 0 0
"P31" "LivingRoom" "Familiar" 3 "Second" 0.222222222222222 0.777777777777778 0.666666666666667 1 0.333333333333333 0.333333333333333
"P31" "Library" "Familiar" 3 "Second" 0.222222222222222 0.277777777777778 0 0.5 0.166666666666667 0.166666666666667
"P31" "StorageRoom" "Familiar" 1 "Second" 0.222222222222222 0.111111111111111 0.166666666666667 0.333333333333333 0.166666666666667 0.166666666666667
"P32" "Bedroom" "Novel" 6 "Second" 0.5 0 0.166666666666667 0.5 0.166666666666667 0.166666666666667
"P32" "Classroom" "Novel" 7 "Second" 0.5 0 0 0.333333333333333 0.166666666666667 0.166666666666667
"P32" "Gym" "Novel" 5 "First" 0.5 0 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P32" "LivingRoom" "Familiar" 2 "First" 0.5 0 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P32" "Library" "Familiar" 3 "Second" 0.5 0 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P32" "StorageRoom" "Familiar" 2 "First" 0.5 0 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P33" "Bedroom" "Familiar" 3 "First" 0 0.333333333333333 0.333333333333333 0.333333333333333 0 0
"P33" "Classroom" "Familiar" 2 "First" 0 0.166666666666667 0.166666666666667 0.166666666666667 0.166666666666667 0.166666666666667
"P33" "Gym" "Familiar" 1 "Second" 0 0.166666666666667 0 0.166666666666667 0 0
"P33" "LivingRoom" "Novel" 6 "Second" 0 0.166666666666667 0 0.166666666666667 0.166666666666667 0.166666666666667
"P33" "Library" "Novel" 5 "First" 0 0.5 0.166666666666667 0.5 0 0
"P33" "StorageRoom" "Novel" 7 "Second" 0 0.833333333333333 0.666666666666667 0.833333333333333 0.333333333333333 0.333333333333333
"P34" "Bedroom" "Familiar" 3 "Second" 0.444444444444444 0.0555555555555556 0 0.5 0 0
"P34" "Classroom" "Familiar" 2 "Second" 0.444444444444444 0.222222222222222 0.166666666666667 0.666666666666667 0 0
"P34" "Gym" "Familiar" 3 "Second" 0.444444444444444 0.0555555555555556 0 0.5 0 0
"P34" "LivingRoom" "Novel" 5 "First" 0.444444444444444 0.222222222222222 0.5 0.666666666666667 0 0
"P34" "Library" "Novel" 6 "First" 0.444444444444444 0.388888888888889 0.666666666666667 0.833333333333333 0.166666666666667 0.166666666666667
"P34" "StorageRoom" "Novel" 7 "First" 0.444444444444444 0.222222222222222 0.166666666666667 0.666666666666667 0.166666666666667 0.166666666666667
"P35" "Bedroom" "Novel" 7 "First" 0.5 0 0 0.166666666666667 0 0
"P35" "Classroom" "Novel" 5 "First" 0.5 0.166666666666667 0.5 0.666666666666667 0.166666666666667 0.166666666666667
"P35" "Gym" "Novel" 6 "Second" 0.5 0.166666666666667 0 0.666666666666667 0.333333333333333 0.333333333333333
"P35" "LivingRoom" "Familiar" 4 "Second" 0.5 0 0 0.333333333333333 0 0
"P35" "Library" "Familiar" 2 "Second" 0.5 0 0.166666666666667 0.5 0 0
"P35" "StorageRoom" "Familiar" 3 "First" 0.5 0.166666666666667 0.333333333333333 0.666666666666667 0 0
"P36" "Bedroom" "Novel" 7 "First" 0.5 0.166666666666667 0 0.666666666666667 0.5 0.5
"P36" "Classroom" "Novel" 4 "Second" 0.5 0 0.333333333333333 0.5 0.5 0.5
"P36" "Gym" "Novel" 6 "First" 0.5 0.166666666666667 0.166666666666667 0.666666666666667 0.333333333333333 0.333333333333333
"P36" "LivingRoom" "Familiar" 7 "Second" 0.5 0 0 0.5 0.333333333333333 0.333333333333333
"P36" "Library" "Familiar" 5 "First" 0.5 0 0.166666666666667 0.333333333333333 0.166666666666667 0.166666666666667
"P36" "StorageRoom" "Familiar" 3 "Second" 0.5 0 0.166666666666667 0.333333333333333 0 0
"P37" "Bedroom" "Familiar" 2 "Second" 0.166666666666667 0.5 0.333333333333333 0.666666666666667 0.5 0.5
"P37" "Classroom" "Familiar" 3 "First" 0.166666666666667 0.833333333333333 0.166666666666667 1 0.5 0.5
"P37" "Gym" "Familiar" 1 "Second" 0.166666666666667 0.5 0.166666666666667 0.666666666666667 0.333333333333333 0.333333333333333
"P37" "LivingRoom" "Novel" 5 "Second" 0.166666666666667 0.833333333333333 0.333333333333333 1 0.666666666666667 0.666666666666667
"P37" "Library" "Novel" 6 "First" 0.166666666666667 0.666666666666667 0.333333333333333 0.833333333333333 0.5 0.5
"P37" "StorageRoom" "Novel" 7 "First" 0.166666666666667 0.5 0 0.666666666666667 0.333333333333333 0.333333333333333
"P38" "Bedroom" "Familiar" 6 "Second" 0.222222222222222 0.444444444444444 0.333333333333333 0.666666666666667 0.5 0.5
"P38" "Classroom" "Familiar" 6 "Second" 0.222222222222222 0.444444444444444 0.333333333333333 0.666666666666667 0.166666666666667 0.166666666666667
"P38" "Gym" "Familiar" 3 "Second" 0.222222222222222 0.444444444444444 0.166666666666667 0.666666666666667 0.166666666666667 0.166666666666667
"P38" "LivingRoom" "Novel" 7 "First" 0.222222222222222 0.277777777777778 0.333333333333333 0.5 0.333333333333333 0.333333333333333
"P38" "Library" "Novel" 7 "First" 0.222222222222222 0.444444444444444 0 0.666666666666667 0.333333333333333 0.333333333333333
"P38" "StorageRoom" "Novel" 6 "First" 0.222222222222222 0.444444444444444 0.333333333333333 0.666666666666667 0.333333333333333 0.333333333333333
"P39" "Bedroom" "Novel" 6 "First" 0.277777777777778 0.388888888888889 0.333333333333333 0.666666666666667 0.5 0.5
"P39" "Classroom" "Novel" 5 "Second" 0.277777777777778 0.0555555555555555 0.333333333333333 0.333333333333333 0.333333333333333 0.333333333333333
"P39" "Gym" "Novel" 6 "First" 0.277777777777778 0.388888888888889 0.166666666666667 0.666666666666667 0.166666666666667 0.166666666666667
"P39" "LivingRoom" "Familiar" 5 "Second" 0.277777777777778 0.222222222222222 0 0.5 0.5 0.5
"P39" "Library" "Familiar" 3 "First" 0.277777777777778 0.222222222222222 0.166666666666667 0.5 0.166666666666667 0.166666666666667
"P39" "StorageRoom" "Familiar" 4 "Second" 0.277777777777778 0.388888888888889 0.333333333333333 0.666666666666667 0.666666666666667 0.666666666666667
"P40" "Bedroom" "Novel" 5 "Second" 0.111111111111111 0.222222222222222 0 0.333333333333333 0 0
"P40" "Classroom" "Novel" 5 "First" 0.111111111111111 0.222222222222222 0.166666666666667 0.333333333333333 0 0
"P40" "Gym" "Novel" 6 "First" 0.111111111111111 0.0555555555555556 0.166666666666667 0.166666666666667 0 0
"P40" "LivingRoom" "Familiar" 2 "First" 0.111111111111111 0.388888888888889 0.166666666666667 0.5 0.166666666666667 0.166666666666667
"P40" "Library" "Familiar" 3 "Second" 0.111111111111111 0.0555555555555556 0 0.166666666666667 0 0
"P40" "StorageRoom" "Familiar" 2 "Second" 0.111111111111111 0.0555555555555556 0.166666666666667 0.166666666666667 0 0
"P41" "Bedroom" "Familiar" 2 "Second" 0 0.333333333333333 0 0.333333333333333 0 0
"P41" "Classroom" "Familiar" 1 "Second" 0 0.166666666666667 0 0.166666666666667 0 0
"P41" "Gym" "Familiar" 4 "Second" 0 0.166666666666667 0 0.166666666666667 0 0
"P41" "LivingRoom" "Novel" 7 "First" 0 0.166666666666667 0 0.166666666666667 0 0
"P41" "Library" "Novel" 6 "First" 0 0.333333333333333 0.166666666666667 0.333333333333333 0 0
"P41" "StorageRoom" "Novel" 5 "First" 0 0 0 0 0 0
"P42" "Bedroom" "Familiar" 2 "Second" 0.611111111111111 0.222222222222222 0.166666666666667 0.833333333333333 0.666666666666667 0.666666666666667
"P42" "Classroom" "Familiar" 1 "Second" 0.611111111111111 0.388888888888889 0.333333333333333 1 0.833333333333333 0.833333333333333
"P42" "Gym" "Familiar" 1 "Second" 0.611111111111111 0.388888888888889 0.5 1 0.5 0.5
"P42" "LivingRoom" "Novel" 4 "First" 0.611111111111111 0.388888888888889 0.166666666666667 1 0.833333333333333 0.833333333333333
"P42" "Library" "Novel" 6 "First" 0.611111111111111 0.222222222222222 0.166666666666667 0.833333333333333 0.5 0.5
"P42" "StorageRoom" "Novel" 7 "First" 0.611111111111111 0.222222222222222 0.166666666666667 0.833333333333333 0.5 0.5
"P43" "Bedroom" "Novel" 7 "Second" 0.277777777777778 0.555555555555556 0.5 0.833333333333333 0.833333333333333 0.833333333333333
"P43" "Classroom" "Novel" 6 "Second" 0.277777777777778 0.222222222222222 0.166666666666667 0.5 0.5 0.5
"P43" "Gym" "Novel" 7 "Second" 0.277777777777778 0.722222222222222 0.166666666666667 1 1 1
"P43" "LivingRoom" "Familiar" 5 "First" 0.277777777777778 0.388888888888889 0.166666666666667 0.666666666666667 0.5 0.5
"P43" "Library" "Familiar" 4 "First" 0.277777777777778 0.555555555555556 0.166666666666667 0.833333333333333 0.666666666666667 0.666666666666667
"P43" "StorageRoom" "Familiar" 5 "First" 0.277777777777778 0.388888888888889 0 0.666666666666667 0.666666666666667 0.666666666666667
"P44" "Bedroom" "Novel" 7 "Second" 0.5 0 0.166666666666667 0.333333333333333 0 0
"P44" "Classroom" "Novel" 6 "Second" 0.5 0.333333333333333 0.333333333333333 0.833333333333333 0.5 0.5
"P44" "Gym" "Novel" 7 "Second" 0.5 0.333333333333333 0.333333333333333 0.833333333333333 0.333333333333333 0.333333333333333
"P44" "LivingRoom" "Familiar" 4 "First" 0.5 0.333333333333333 0.5 0.833333333333333 0.5 0.5
"P44" "Library" "Familiar" 2 "First" 0.5 0 0.333333333333333 0.333333333333333 0.166666666666667 0.166666666666667
"P44" "StorageRoom" "Familiar" 1 "First" 0.5 0 0 0.5 0.333333333333333 0.333333333333333
"P45" "Bedroom" "Novel" 6 "Second" 0.555555555555556 0.111111111111111 0 0.666666666666667 0.333333333333333 0.333333333333333
"P45" "Classroom" "Novel" 4 "Second" 0.555555555555556 0.277777777777778 0 0.833333333333333 0.333333333333333 0.333333333333333
"P45" "Gym" "Novel" 4 "Second" 0.555555555555556 0.111111111111111 0 0.666666666666667 0.5 0.5
"P45" "LivingRoom" "Familiar" 5 "First" 0.555555555555556 0.277777777777778 0.5 0.833333333333333 0.333333333333333 0.333333333333333
"P45" "Library" "Familiar" 7 "First" 0.555555555555556 0 0 0.5 0.333333333333333 0.333333333333333
"P45" "StorageRoom" "Familiar" 6 "First" 0.555555555555556 0.111111111111111 0.5 0.666666666666667 0.333333333333333 0.333333333333333
